IV1,IV2,DV
0,439,5.5
8,810,10.9
1,236,5.1
2,467,10.4
1,942,14.0
0,796,5.1
5,861,9.2
12,2382,11.3
2,503,8.8
0,1000,5.5
12,1741,8.3
0,1821,13.6
11,852,6.0
11,972,8.7
1,996,11.1
0,513,13.0
6,448,8.7
4,1045,6.8
3,774,6.7
1,512,6.5
1,448,5.5
0,397,11.4
5,1596,12.1
7,1528,11.6
0,231,11.2
1,1192,6.7
15,2560,14.0
12,2373,14.7
10,1915,11.0
0,387,10.4
6,1232,6.9
3,1380,7.7
13,1598,12.1
2,639,12.9
1,2022,13.3
12,2269,11.9
19,2594,14.4
1,830,11.4
10,1851,11.4
2,783,7.7
3,1612,10.8
1,920,6.6
3,592,10.0
12,1560,9.4
6,1107,8.6
1,1206,14.2
0,759,14.5
21,2072,11.6
7,1436,9.8
2,1155,6.8
1,1030,10.9
10,659,7.7
0,993,12.6
1,812,10.4
9,1453,8.9
4,2259,12.1
13,1204,7.9
4,786,8.0
0,439,11.7
1,986,5.5
1,548,8.5
3,763,6.2
3,873,11.6
14,737,5.6
12,805,6.7
2,684,9.0
3,672,7.6
6,1487,14.1
0,454,8.6
17,486,5.7
3,1804,11.4
0,386,10.8
9,725,9.4
2,1403,14.1
17,1118,8.1
2,1173,13.1
6,518,5.4
0,1275,8.8
3,364,6.0
2,1326,14.4
3,1247,12.9
0,1065,7.7
0,1459,11.1
2,723,5.6
7,745,8.5
7,1450,9.7
5,326,6.0
0,781,6.6
0,1369,9.3
11,2672,14.4
19,2924,14.1
9,1451,13.6
12,1084,8.4
0,1387,10.2
6,631,8.9
2,443,10.9
20,1401,10.1
15,2356,13.4
1,642,13.5
1,687,10.0
7,606,5.7
12,959,5.5
0,197,6.4
3,1057,13.0
3,924,11.1
18,1258,6.5
14,1681,13.9
4,749,8.3
1,382,11.0
1,1196,12.9
1,1267,14.7
0,1456,8.8
0,1393,11.7
11,1707,10.8
9,1330,8.4
1,662,12.8
7,1583,14.7
5,721,8.9
2,501,11.4
13,662,6.0
1,320,7.9
13,1554,11.0
2,740,10.7
8,1934,11.2
13,700,7.1
9,426,6.8
19,1217,7.8
10,2867,14.4
5,587,11.9
4,404,7.5
0,699,12.0
6,1330,10.2
15,2941,14.9
2,360,7.4
6,1918,11.9
1,804,13.6
4,840,11.2
0,511,9.9
24,2325,12.8
21,286,5.1
1,357,8.8
0,1761,12.9
9,1770,14.9
8,625,5.5
5,1139,9.3
9,1335,6.6
8,1803,10.8
4,423,5.7
10,793,8.2
3,674,7.2
0,601,7.2
7,1266,6.7
1,1018,7.3
11,1308,8.3
1,835,14.0
16,1309,8.1
17,2038,12.9
12,1565,12.5
0,523,9.6
5,1224,11.1
1,1027,12.8
1,434,7.8
8,2449,12.8
0,877,6.8
3,1532,15.0
7,1139,11.9
5,2610,14.6
19,2020,9.4
20,1953,11.2
1,258,10.0
1,974,6.3
12,3133,14.6
4,1715,10.4
0,463,10.2
10,1796,14.1
2,168,5.6
1,686,7.0
0,487,6.3
3,1192,11.5
0,711,14.7
7,2024,11.7
9,1252,11.2
0,401,6.7
4,550,13.8
9,948,8.2
4,693,7.1
7,782,7.0
7,2450,13.7
5,654,7.5
9,1342,8.1
3,1528,13.2
10,2363,14.4
0,977,8.7
17,1143,6.6
6,427,5.8
6,1250,12.3
3,1138,12.9
0,1786,11.0
3,1075,11.4
1,706,6.0
0,1793,10.0
3,886,7.2
2,2964,15.0
13,1414,10.1
0,202,7.3
7,1288,14.9
3,1148,5.7
6,1225,8.7
3,1012,7.4
18,1501,9.1
0,881,11.1
1,1010,6.7
10,1111,13.1
6,2485,12.7
19,2040,11.0
1,274,8.9
0,729,14.8
0,209,7.5
3,1430,10.3
2,343,9.0
0,961,12.8
1,638,10.6
8,2385,14.6
3,1624,11.5
4,837,6.0
1,882,5.2
7,878,9.7
1,737,7.4
2,707,7.3
1,667,5.9
21,2354,13.2
16,2018,10.1
12,1817,10.4
0,657,14.6
0,1061,11.6
5,486,6.1
13,299,5.8
0,1718,14.4
1,246,11.0
0,225,7.2
0,476,6.9
5,438,6.7
4,1040,9.3
2,1443,7.2
2,339,7.1
8,619,9.1
0,822,12.4
4,485,8.0
4,2905,13.7
3,564,6.7
6,1167,8.2
1,302,7.0
9,1390,12.9
9,1271,7.2
9,922,7.3
3,972,5.1
5,1995,13.4
1,1778,11.7
4,1067,12.2
9,1761,13.7
9,1498,9.2
1,350,13.0
2,951,5.4
18,2549,13.1
0,561,6.5
9,1618,10.3
3,688,13.2
18,2245,11.0
1,772,13.1
0,873,6.2
19,1700,9.0
4,885,10.1
9,1206,13.1
5,606,6.5
3,620,6.9
5,1482,10.7
3,859,12.2
0,1177,8.9
0,617,8.1
4,775,10.8
6,2268,12.8
7,2232,15.0
15,1330,8.9
6,1435,10.6
6,1128,5.9
8,2259,14.3
0,743,10.1
2,369,11.7
5,1623,14.8
4,1832,11.8
15,1166,6.9
0,659,12.4
20,1378,9.4
3,2204,10.6
18,2204,10.8
4,1055,7.4
2,1029,13.4
1,2147,13.9
3,219,6.2
0,881,8.5
9,384,6.5
6,847,8.6
0,652,14.4
0,821,12.9
8,1719,10.2
17,1188,7.4
9,685,8.0
11,1312,8.1
10,557,5.9
0,926,10.9
14,1885,11.2
3,1229,14.4
3,2004,14.2
6,983,8.1
1,554,12.0
8,711,8.8
0,304,5.0
2,375,11.7
0,2005,14.4
7,1286,7.7
6,904,8.9
0,1421,7.8
9,1490,8.3
11,1992,13.9
9,838,10.5
15,1886,12.5
4,800,9.5
1,1451,10.5
2,725,5.6
0,787,8.5
13,1954,12.8
7,1308,7.4
17,2448,13.8
5,812,7.4
3,348,5.8
1,422,10.4
4,1580,11.9
4,885,6.9
20,2321,13.7
5,1350,12.7
4,1545,10.5
12,1619,9.6
0,847,5.9
1,366,5.5
4,1685,10.0
22,782,5.1
5,1560,9.0
1,962,13.0
7,1064,9.0
3,694,7.5
15,909,5.0
16,1619,12.9
1,482,10.2
3,1044,6.2
4,713,10.6
2,975,5.7
7,1068,5.8
0,1772,9.7
1,374,9.4
1,1322,9.6
4,2130,13.6
0,2113,10.3
4,404,5.6
3,1604,9.6
6,1631,13.5
10,1103,8.4
13,875,5.3
10,1007,8.1
4,317,5.2
18,2319,14.3
6,2347,12.4
13,660,6.9
13,1169,7.8
9,1470,14.3
11,579,5.6
4,473,9.8
2,390,11.1
2,283,8.1
16,569,5.3
11,1326,9.7
11,829,7.7
2,1030,8.4
11,905,5.0
7,1016,9.7
1,341,7.1
0,281,6.3
4,1480,7.0
5,1006,12.5
6,1249,9.6
2,1352,7.5
15,2106,13.8
11,1041,6.1
0,1017,11.9
10,1018,9.3
2,2613,14.3
6,988,6.6
3,758,9.0
5,720,12.8
4,1569,11.3
6,1123,13.0
1,1302,7.7
2,663,14.1
5,1927,14.0
11,1420,8.4
2,483,6.9
1,922,11.7
7,1730,12.8
11,924,6.9
7,328,5.9
0,1183,13.2
1,1792,14.2
5,528,5.2
11,1846,11.1
1,1082,12.3
7,1004,8.3
8,953,5.6
2,1008,13.6
11,1156,11.2
0,541,14.0
7,1141,9.7
4,2535,14.2
12,391,5.4
1,623,8.8
3,1092,14.7
12,2106,15.0
0,587,8.5
0,300,9.8
0,596,14.1
9,1555,12.4
19,566,6.7
1,1192,9.9
7,998,5.6
9,615,7.5
0,501,10.9
0,781,10.3
3,1704,13.7
11,1704,12.3
8,837,6.7
0,877,9.1
0,919,12.6
3,1436,14.5
19,2088,10.6
15,898,5.2
3,1894,11.9
7,2801,14.5
9,1060,9.0
6,1008,11.5
0,337,9.7
3,844,5.2
0,1361,12.6
18,1376,7.6
11,2592,14.2
0,751,5.6
12,873,6.8
2,1023,14.7
1,786,13.3
5,438,5.9
16,1836,14.1
3,748,5.9
5,690,7.0
6,964,9.2
0,336,8.3
2,451,5.0
1,2233,10.8
3,740,6.1
3,1018,12.9
4,2265,12.6
10,1207,7.6
16,557,5.5
11,1900,14.4
6,2021,11.3
1,696,9.8
2,1047,10.9
0,772,12.0
0,493,11.1
2,2571,13.5
6,1295,6.7
5,2403,13.3
2,1911,13.7
4,1823,12.6
19,1032,7.1
11,1722,10.1
1,834,7.4
1,1568,15.0
9,1144,9.9
4,1517,11.9
8,1314,10.1
17,2478,14.7
23,2112,9.7
14,2435,14.4
0,1097,9.0
7,1618,14.6
3,1346,15.0
9,814,5.5
2,570,15.0
3,836,9.0
14,895,7.5
5,559,6.1
2,498,13.1
0,1857,12.2
12,2244,12.4
8,924,6.7
10,1547,12.6
2,1063,13.9
3,2104,11.9
13,1198,10.0
17,2391,13.6
4,1418,11.9
11,748,7.5
17,1904,9.1
8,1998,11.7
0,847,7.8
0,539,12.4
0,1207,13.5
0,232,7.2
16,1991,10.0
0,815,13.4
0,591,7.0
4,366,6.3
4,525,5.3
1,697,11.7
13,2500,13.6
9,2310,12.6
2,1065,11.3
9,680,7.8
5,1553,15.0
0,993,10.4
12,748,6.2
6,1546,12.0
21,1885,12.2
16,1727,10.2
1,1562,11.5
9,1616,9.5
6,1435,9.1
3,1369,8.7
0,1153,6.9
19,2036,11.1
3,442,8.2
0,1756,11.6
16,1439,11.9
0,376,13.0
1,1360,13.0
2,381,5.7
6,518,7.3
1,3314,15.0
7,1357,11.3
2,1029,9.6
9,1718,13.7
9,1935,8.8
1,358,9.2
1,1002,7.3
7,494,9.1
3,1228,15.0
6,1435,10.5
2,588,8.5
9,1687,13.6
5,1118,9.9
8,2134,14.2
19,482,6.8
21,1494,9.7
1,704,14.3
1,290,5.7
1,1724,12.2
6,1812,10.4
3,1289,14.5
13,1886,14.6
10,999,10.9
11,1344,10.0
1,599,9.6
5,1294,15.0
4,869,10.1
5,1798,10.9
5,1287,14.9
4,1325,13.8
8,2655,14.6
5,1106,12.1
0,1177,9.3
15,1281,7.3
1,1096,12.7
3,1744,14.5
1,506,6.8
6,189,5.8
0,1117,6.9
7,1604,14.8
9,934,8.5
0,345,7.2
7,863,5.2
1,884,11.5
12,898,9.3
1,560,11.9
0,667,13.4
3,400,11.6
6,1547,14.9
8,1409,13.6
10,803,6.0
5,2723,14.2
11,1122,11.7
21,1438,8.9
10,1949,12.2
1,1010,10.7
9,703,6.8
3,539,12.5
1,834,10.6
1,1180,7.7
4,1030,6.0
0,451,12.0
1,886,5.8
5,1238,11.3
6,1429,7.9
6,711,10.2
10,1386,11.1
10,2794,12.8
2,930,10.5
1,938,7.1
18,399,5.4
2,319,7.9
0,849,14.1
1,1872,13.6
0,919,13.3
0,651,6.2
5,406,5.2
1,774,8.6
0,2148,13.0
1,398,5.6
0,1066,9.3
5,708,9.0
0,785,7.5
2,915,11.3
7,1452,9.9
4,465,5.8
20,1246,8.1
3,555,5.8
8,1359,13.5
0,893,7.5
15,2691,15.0
12,1741,12.0
0,961,9.5
2,238,7.6
1,912,5.9
5,998,11.7
16,1480,11.6
0,1041,14.5
10,2081,12.3
0,899,11.7
0,355,12.6
10,1371,11.3
0,1511,11.5
0,769,10.2
9,1354,12.5
4,1335,8.1
6,1383,12.2
12,1183,12.9
3,724,6.1
2,973,12.4
2,765,9.6
6,875,5.5
17,1998,14.2
3,998,7.2
10,2097,12.9
3,1379,14.7
5,1392,9.9
0,1273,9.0
2,212,5.5
1,1640,14.1
2,478,5.6
1,890,7.5
0,689,11.0
0,417,8.6
0,545,5.5
17,1260,6.8
5,846,12.1
2,1093,8.2
5,1644,13.4
6,2353,14.1
2,963,8.3
17,892,5.0
0,1537,10.6
2,1065,6.3
4,415,7.6
0,1711,11.9
19,2267,14.0
11,2052,13.0
8,1692,12.0
9,1226,9.2
4,1385,11.8
4,1325,13.7
2,831,9.0
3,994,12.2
7,668,5.5
11,2542,12.9
2,1118,12.2
2,1083,9.4
3,2004,12.5
11,805,5.7
11,1234,7.8
9,1582,10.2
4,1040,9.3
3,476,6.9
2,957,14.3
6,1855,11.3
2,1929,10.6
2,819,14.9
7,2558,14.5
6,1119,11.8
11,1398,10.5
18,1762,11.7
1,996,8.2
3,484,6.2
11,1370,12.5
0,745,7.2
0,1426,8.7
4,825,5.2
7,583,5.6
2,973,8.7
9,1180,9.2
13,2177,14.3
5,358,6.4
0,750,13.5
9,1160,6.2
7,712,5.9
7,2033,10.4
2,1068,9.0
1,998,11.8
11,1162,8.9
6,1753,14.8
3,1194,12.1
9,400,5.7
14,1632,9.1
4,1517,12.3
6,1265,8.8
3,1274,10.5
0,821,7.8
0,1111,10.0
0,933,11.5
8,1341,7.0
9,1900,13.5
0,1002,9.5
13,1589,8.7
2,788,13.5
6,601,7.5
21,2464,13.0
1,2224,12.5
18,1006,5.9
3,688,11.9
7,962,11.4
2,1425,8.3
5,910,11.3
2,874,7.7
1,634,8.4
0,391,11.5
1,980,11.9
11,1252,6.5
3,1048,5.7
0,325,12.1
0,593,14.6
12,659,5.2
3,1616,14.7
0,1891,13.4
0,622,12.6
2,975,7.7
3,964,8.0
1,728,10.1
3,804,7.4
2,785,6.2
1,533,9.9
6,2491,13.4
6,1447,12.7
10,1048,5.8
0,740,5.0
13,2268,12.4
0,461,9.4
11,1188,7.4
3,2710,14.3
1,557,5.3
3,620,7.0
7,278,6.5
0,457,5.3
1,1336,10.2
2,967,8.6
0,802,10.9
21,1080,5.5
0,1662,12.7
16,1457,8.6
4,1111,7.9
1,548,7.4
8,2151,12.5
8,1977,14.6
0,676,5.6
0,936,9.6
6,1813,14.1
1,1252,14.2
16,910,5.6
11,1902,11.8
7,1674,12.5
0,757,9.3
9,2276,11.7
1,1247,12.2
11,1133,9.8
0,649,13.9
1,1602,10.1
1,1905,13.4
6,1487,12.6
2,829,12.6
2,2283,14.1
2,1299,10.2
15,2040,11.6
7,792,6.7
11,715,7.3
4,555,9.1
0,1301,11.5
1,215,8.5
2,1431,12.5
8,1041,9.0
1,1307,14.0
9,1240,11.3
12,839,6.9
5,1298,8.4
8,988,9.6
12,958,6.9
2,2073,13.6
18,1251,7.2
4,1006,7.7
1,1458,12.1
13,410,6.1
15,852,6.6
5,1110,7.5
1,1258,11.2
2,1088,9.2
5,1089,8.9
14,303,5.9
9,1363,13.4
4,629,6.0
16,1421,10.5
2,477,10.1
2,1180,11.5
7,1487,11.8
0,1115,14.0
2,1515,9.6
0,565,8.1
6,2055,13.8
3,1200,12.2
1,917,7.0
7,1253,9.1
0,976,8.2
12,1597,11.2
4,989,6.2
2,546,13.2
2,1277,12.0
1,478,8.7
13,1946,13.8
0,617,8.9
19,1805,9.9
0,1021,8.2
10,1828,9.6
2,1113,10.8
2,959,14.6
14,1167,6.4
0,341,6.3
7,1790,11.1
0,353,7.8
17,1332,8.8
19,2132,9.9
19,1645,9.6
5,2831,13.9
4,1204,11.2
14,927,6.0
2,2383,13.3
2,462,12.0
0,2968,14.2
2,579,6.1
9,1354,12.5
15,436,5.9
3,612,7.9
2,515,6.0
9,1115,10.7
0,1426,9.1
1,574,5.9
7,656,10.8
10,701,6.2
1,845,5.4
9,682,5.0
17,1854,12.7
1,2072,12.2
0,785,6.7
1,506,5.2
3,1540,14.9
11,1272,12.4
2,1272,14.7
11,1610,11.4
5,1170,9.8
1,2090,12.0
1,3202,14.2
1,1060,8.0
14,1230,7.8
0,419,6.9
2,795,8.5
16,1871,13.0
3,257,5.6
2,691,11.9
0,267,5.3
18,1844,10.0
5,1968,13.2
19,940,7.9
4,2711,13.7
3,2500,12.1
2,1163,12.3
2,943,11.3
0,891,12.0
11,1068,7.1
1,542,8.7
15,1996,13.2
19,1814,11.4
1,130,5.5
4,292,6.2
9,1280,13.9
0,573,7.8
8,288,5.2
11,900,7.6
11,780,5.7
7,1668,13.2
0,1169,8.6
5,1056,8.2
8,1359,8.8
22,671,6.9
13,2820,14.4
21,2347,12.1
9,1492,12.4
2,1277,11.2
16,1666,10.9
3,1170,12.8
4,2745,14.5
23,1174,8.1
3,860,7.8
1,1212,12.9
8,1206,9.8
0,500,10.2
12,1932,14.4
0,457,10.0
15,2011,13.6
10,1136,8.4
17,2488,14.9
9,370,5.6
2,1099,7.3
7,773,10.4
5,754,6.2
3,856,13.4
15,718,5.5
5,1497,11.0
14,1530,13.3
3,1452,13.7
18,2515,12.5
6,782,7.4
1,536,6.3
0,286,5.7
3,1096,8.2
0,127,5.5
4,185,5.0
5,1260,6.7
1,1362,13.6
4,1314,14.1
20,2595,13.5
3,1492,14.9
9,2152,11.0
5,762,8.3
2,345,5.5
20,2205,10.4
4,923,12.9
4,1215,14.1
0,813,7.1
4,694,5.7
14,1871,12.6
5,539,5.6
7,1268,7.1
8,1323,14.2
1,956,10.8
9,380,5.1
5,886,8.6
0,760,5.3
7,888,9.4
0,425,9.5
10,947,10.8
10,912,8.8
11,1167,7.5
7,592,10.4
2,363,8.6
1,607,5.1
4,881,6.1
17,1290,8.4
23,1680,11.4
19,1802,9.6
13,2354,13.6
11,696,5.8
16,1496,9.1
1,248,5.7
4,2105,15.0
17,1595,12.0
10,655,6.8
2,519,6.5
9,1413,8.1
11,1416,14.4
4,432,6.2
0,1289,11.1
2,1137,11.1
1,422,11.9
15,1876,13.8
6,2251,12.3
6,2307,11.5
0,355,6.2
18,1579,9.9
16,1133,6.6
8,639,5.5
3,1289,15.0
7,1300,9.3
4,544,5.5
0,291,11.4
12,727,7.5
5,598,10.0
3,824,6.9
0,681,6.4
13,622,5.9
2,396,7.1
1,1265,14.6
6,1757,10.9
6,421,8.2
0,379,11.7
6,728,7.3
2,1283,11.8
0,1495,8.9
10,1540,12.4
9,1042,10.1
4,1139,12.0
0,649,6.9
11,2256,11.9
0,255,11.6
4,2271,12.7
10,1515,10.6
6,407,7.3
23,2736,14.9
2,1039,13.7
12,2236,13.7
5,856,9.8
13,750,6.3
3,580,7.5
5,969,8.3
14,1095,7.3
15,1891,11.3
8,1989,14.0
7,1352,11.3
12,1117,10.8
3,964,10.6
11,1237,6.7
2,1251,7.4
2,1119,9.7
2,2503,11.7
18,1243,9.2
6,1279,13.0
18,1741,12.2
8,1059,6.2
7,1868,12.5
17,1500,8.3
10,2361,11.2
15,1920,11.5
4,1475,13.5
14,1023,7.9
11,1792,9.1
9,1126,6.8
1,1262,9.0
3,579,9.9
1,786,13.3
9,1558,10.2
6,304,5.1
6,874,8.7
2,1371,14.8
5,1686,12.0
14,797,5.7
5,1266,8.3
3,877,13.1
2,1017,10.5
1,1034,7.5
4,1083,5.8
11,867,7.5
13,1022,8.9
5,1038,13.5
15,768,9.1
4,2114,13.0
2,2924,13.5
9,1582,12.1
6,532,5.8
16,941,7.4
9,1370,9.6
5,1906,9.8
1,782,11.1
10,2272,13.8
0,972,6.8
8,2817,14.9
0,780,11.1
4,1490,14.9
6,3181,14.7
0,1105,12.2
5,936,5.5
1,968,14.4
9,1648,14.6
3,829,7.8
1,1178,11.3
10,1485,10.2
1,1300,9.3
2,713,14.0
11,1468,12.0
19,2456,13.9
9,1998,12.6
6,1687,14.4
2,993,7.9
6,1120,5.6
12,475,5.3
14,1059,7.6
1,298,6.0
4,1997,12.8
9,712,7.7
10,1311,10.4
2,421,5.1
7,1174,12.3
1,914,8.0
0,418,11.0
4,2381,12.2
0,601,7.5
0,1081,12.6
20,571,6.6
3,1164,12.1
2,1431,14.4
0,429,12.7
5,630,6.3
0,777,7.2
4,520,7.0
1,1366,10.2
0,1505,14.7
4,1605,12.0
2,1101,12.4
2,2005,14.0
14,2130,14.9
9,1290,9.3
2,2653,12.0
3,820,5.6
4,419,8.2
7,1334,10.5
5,1587,10.6
0,1341,7.7
7,2420,13.6
4,1392,7.1
1,852,6.1
2,2115,14.3
8,1928,11.2
4,730,6.1
8,829,7.9
8,1329,7.8
1,1046,11.8
0,913,8.9
7,608,7.5
13,2189,11.2
18,1244,8.7
7,2612,14.6
11,1422,11.0
14,1443,11.9
5,446,6.7
6,1204,8.5
11,1846,12.4
10,693,7.4
8,1341,9.4
18,305,5.1
18,1900,10.6
5,996,8.0
10,539,6.0
4,590,11.9
4,625,5.4
0,876,8.3
3,1174,11.8
14,1884,11.9
18,1678,12.0
2,1173,7.8
2,739,6.5
1,802,13.4
8,1008,11.0
5,496,6.4
8,759,11.0
2,1200,8.7
17,1444,9.6
6,1615,13.4
9,746,8.2
13,2939,14.8
3,445,5.9
1,1487,14.4
3,1030,5.8
5,1104,6.4
2,593,8.2
8,1483,14.7
7,683,10.6
9,1076,10.5
1,1262,11.9
1,1112,14.9
9,1864,13.9
2,1433,12.8
5,1558,12.1
2,1704,11.2
14,1119,6.2
2,1183,12.6
2,576,5.7
2,1123,12.6
12,1894,10.5
13,630,5.9
3,1282,15.0
1,1058,7.0
3,940,6.4
1,314,12.6
11,2012,9.8
0,251,10.7
23,2999,13.5
8,788,8.3
0,589,5.7
0,642,8.1
22,1150,8.2
5,966,9.9
4,1285,10.4
1,1237,8.0
8,1573,10.1
7,1192,10.0
14,1630,10.4
17,1152,6.1
9,1319,8.3
0,623,11.7
2,1488,11.0
6,1587,8.5
1,740,7.6
13,1634,12.5
4,1795,14.0
0,1061,8.1
14,1648,10.2
0,539,12.7
5,1350,14.2
12,2493,13.0
3,1012,11.7
0,168,8.7
2,671,8.2
5,534,6.3
5,1196,12.3
2,611,7.9
3,954,6.3
16,1205,7.7
3,616,12.0
3,1334,10.6
0,641,11.3
7,1691,12.2
1,1521,14.9
1,682,9.4
9,2404,14.1
3,613,9.6
2,1599,12.4
0,886,14.0
16,1491,10.5
10,1055,8.5
3,2804,12.3
2,1151,12.1
5,2743,12.7
1,160,6.5
7,1412,11.9
20,1449,9.9
15,1096,5.7
4,605,9.6
6,1645,10.0
11,828,6.3
7,788,11.8
0,301,8.2
2,619,5.9
0,244,7.2
2,588,6.6
1,832,5.1
8,1359,9.5
20,2037,10.9
1,1766,13.6
9,626,7.1
12,1573,11.7
5,1532,12.3
2,1977,10.7
1,812,7.5
5,839,9.1
2,651,13.6
1,122,5.3
8,1469,9.8
0,794,9.0
4,1391,7.4
0,1019,13.2
3,1000,7.8
6,511,5.3
21,742,5.9
6,1911,10.8
7,1559,14.6
9,1791,14.9
14,495,5.1
5,1830,12.1
5,2448,13.3
2,1173,13.1
20,903,6.5
13,1950,12.9
0,617,9.2
14,1222,7.7
7,1457,9.2
6,2064,12.4
3,908,8.8
15,1726,12.6
0,608,7.9
12,2543,11.8
1,1170,14.2
2,307,7.4
5,1326,8.9
0,181,12.8
11,1980,9.5
6,1282,11.4
13,704,5.5
15,1676,9.9
6,1177,6.8
1,347,6.6
7,333,6.1
8,1794,12.3
7,1888,9.7
10,957,7.9
11,1832,13.5
6,1330,11.1
3,1369,13.6
12,953,7.6
7,1198,11.5
10,1451,8.1
21,1798,10.5
8,684,7.1
2,441,7.0
0,1016,9.9
0,473,6.9
14,1471,11.9
12,1533,10.2
1,1100,14.5
3,1082,9.9
0,1024,13.5
16,878,5.1
2,786,8.3
9,816,6.3
15,736,7.7
5,1536,11.2
5,681,5.0
0,1101,6.6
1,274,5.6
1,412,6.2
3,1200,14.4
6,1719,14.0
2,969,11.2
9,1968,12.8
11,810,8.4
2,507,7.1
2,955,10.4
6,1157,9.0
17,2454,14.0
6,1672,11.3
2,516,13.4
0,739,6.0
8,819,5.4
2,318,6.0
4,475,6.9
3,683,5.8
0,505,8.9
1,974,11.4
1,1578,13.3
0,1008,10.7
0,581,6.3
13,1463,10.9
4,992,12.9
7,1700,10.3
1,562,11.1
13,1204,9.8
4,558,11.4
7,1240,12.6
0,1221,10.6
0,931,11.3
0,1135,8.0
9,1046,11.2
2,135,5.0
0,343,6.7
3,652,7.8
1,1180,15.0
0,1111,12.2
13,1679,11.5
15,1402,11.2
0,1993,11.2
9,1630,11.1
4,2059,13.9
2,891,11.9
7,939,5.1
11,1152,9.8
7,1580,10.3
1,1150,8.7
7,2318,14.6
3,1538,11.1
5,1068,13.8
0,621,5.8
6,1258,14.0
1,698,10.2
5,2369,14.3
0,1841,11.4
3,381,5.4
0,1009,9.2
3,1000,11.7
12,1629,13.4
5,1430,14.8
0,827,11.9
8,1159,9.4
1,1196,14.9
4,1130,10.0
10,1719,13.2
14,2010,12.6
9,1149,6.0
8,947,9.3
3,1750,13.3
0,2329,14.2
1,500,11.6
5,1126,8.8
3,1654,9.9
10,827,6.1
2,1053,6.9
3,612,9.8
11,1314,9.9
8,2159,10.6
8,1521,12.9
12,1476,11.5
20,1346,7.2
0,333,13.7
5,1366,10.7
9,1363,14.1
6,1204,8.8
8,1351,13.9
17,1658,10.4
10,1670,11.1
10,1254,13.8
8,1368,11.7
9,1018,6.8
7,1053,8.6
2,817,6.5
2,1065,6.8
8,1149,9.1
7,854,6.3
0,1135,9.6
5,1716,12.0
2,1398,15.0
24,2850,15.0
12,1437,8.1
0,569,5.5
9,1438,11.4
8,331,6.3
7,1250,12.3
0,867,12.5
19,902,5.3
1,149,6.4
16,1205,9.5
5,2274,12.8
6,183,5.2
17,1908,13.3
10,1451,7.2
1,1361,10.4
13,1654,12.5
1,2186,13.2
12,1773,13.8
5,762,11.7
2,594,14.9
6,1967,12.2
9,2180,13.5
2,1818,11.3
9,1967,14.4
5,942,13.0
2,691,13.8
9,1011,6.1
3,1424,14.9
2,783,13.3
9,490,6.1
3,732,11.5
3,1269,13.5
0,822,9.2
2,584,11.2
3,466,9.6
6,2075,10.1
23,1349,8.1
3,574,8.7
17,2966,14.0
4,902,5.0
1,434,7.0
13,534,6.7
5,903,9.6
1,514,13.8
10,1649,10.0
18,778,7.6
0,910,14.5
0,481,5.1
2,1098,7.1
21,2374,11.0
10,2048,12.8
7,449,6.0
19,2108,12.5
0,703,7.3
16,1917,12.4
5,482,6.9
12,391,5.9
4,1292,9.4
8,769,11.6
2,1056,10.5
1,1542,10.1
2,1643,14.0
11,2772,13.1
7,1559,11.8
11,876,7.9
15,1291,7.6
9,1450,10.4
4,914,9.6
16,563,5.4
5,654,8.8
7,536,6.0
15,1996,11.9
1,779,10.3
0,673,5.4
14,1211,8.0
14,1599,9.3
12,1687,10.6
0,820,7.6
1,816,6.5
1,810,6.5
6,1175,7.5
16,2679,15.0
12,538,5.0
1,474,8.2
1,682,11.3
2,1611,14.0
1,920,14.5
5,1422,14.8
5,1754,11.3
0,1086,14.5
6,1657,11.6
0,1189,12.4
10,2342,12.4
18,2109,10.5
3,1036,8.9
1,849,13.7
9,2602,13.8
6,1151,13.0
2,1235,12.1
9,868,8.0
10,1159,8.1
13,980,7.8
0,460,6.2
7,800,7.0
0,838,8.6
9,925,6.9
0,2232,11.7
16,2057,12.1
0,1177,14.8
14,1015,8.6
2,288,5.9
4,544,5.2
4,1285,10.1
0,356,8.2
2,1125,7.9
9,1462,10.7
2,849,11.4
2,879,13.2
5,886,5.7
1,2474,13.9
13,1614,13.2
0,946,14.2
3,1732,10.5
10,2265,13.0
4,698,7.4
1,226,5.8
17,3008,14.1
15,830,7.5
8,2011,12.4
10,914,5.9
1,806,6.8
0,1212,11.9
10,1495,14.3
1,1214,10.5
15,880,9.1
7,965,5.5
3,1166,8.9
4,1349,12.8
5,405,5.1
0,352,6.3
4,915,10.6
12,1079,7.3
1,2187,14.8
0,662,10.3
5,2844,14.3
12,1482,9.7
10,2785,14.9
0,697,12.3
2,1083,11.0
11,2387,11.5
7,1472,8.0
2,363,5.2
7,1656,11.7
1,442,5.3
4,1133,7.0
0,969,7.9
5,1383,14.5
2,819,7.0
9,1440,10.2
9,2026,14.3
16,1025,7.7
7,518,6.7
1,752,5.2
7,948,5.4
2,423,7.2
24,2350,12.5
6,952,8.0
3,364,8.9
2,1158,6.8
7,1471,7.6
12,1404,8.1
4,243,5.3
14,1581,10.9
1,1677,8.2
0,2146,14.4
1,698,5.9
5,1386,11.3
0,935,5.6
11,883,8.4
6,819,9.0
5,504,9.1
3,494,7.2
3,1180,7.9
0,955,10.8
4,485,6.2
2,1623,10.1
19,1028,7.8
